tipo,num_pro,ano,id_votacao,resumo,data,hora,objetivo,sessao
PLP,257,2016,5,Rejeitada a Emenda 293. Sim: 111; Não: 246; Abstenção: 4; Total: 361.,10/8/2016,7320,DTQ 25: PDT - EMENDA 293,5961
PLP,257,2016,6,Rejeitado o Requerimento. Sim: 18; Não: 277; Abstenção: 4; Total: 299.,9/8/2016,1020,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,5960
PLP,257,2016,7,Rejeitado o Requerimento. Sim: 38; Não: 267; Abstenção: 2;Total: 307.,9/8/2016,76200,REQUERIMENTO DE RETIRADA DE PAUTA,5960
PLP,257,2016,8,Rejeitado o Requerimento. Sim: 21; Não: 285; Abstenção: 4; Total: 310.,9/8/2016,82560,REQUERIMENTO DE VOTAÇÃO POR GRUPOS DE ARTIGOS,5960
PLP,257,2016,9,Rejeitado o Requerimento. Sim: 23; Não: 270; Abstenção: 1; Total: 294.,10/8/2016,6180,REQUERIMENTO DE RETIRADA DE PAUTA,5961
PLP,257,2016,10,NA,10/8/2016,9000,EMENDA AGLUTINATIVA Nº 2,5961
PLP,257,2016,11,"Prejudicada a verificação de votação por falta de ""quorum"" (obstrução).  Sim: 35; não: 188; abstenção: 2; total: 225.",10/8/2016,47700,REQUERIMENTO DE RETIRADA DE PAUTA,5962
PLP,257,2016,12,Rejeitado o Requerimento. Sim: 26; Não: 237; Abstenção: 1; Total: 264.,30/8/2016,64080,REQUERIMENTO DE RETIRADA DE PAUTA,5982
PLP,257,2016,13,Rejeitado o Requerimento. Sim: 14; Não: 286; Abstenção: 1; Total: 301.,30/8/2016,71580,REQUERIMENTO DE RETIRADA DE PAUTA,5983
PLP,257,2016,14,Rejeitada a Emenda nº 291. Sim: 90; Não: 258; Abstenção: 1; Total: 349.,30/8/2016,78060,DTQ. 22: PT - EMENDA Nº 291,5983
PLP,257,2016,15,Rejeitado o Requerimento. Sim: 14; não: 255; abstenções; 4; total; 273.,20/12/2016,46500,REQUERIMENTO DE RETIRADA DE PAUTA,6102
PLP,257,2016,16,Rejeitado o Requerimento. Sim: 96; não: 160; abstenções: 2; total: 258.,15/12/2016,49740,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,6097
PLP,257,2016,17,Rejeitados os dispositivos do Substitutivo do Senado Federal ao Projeto de Lei Complementar nº 257-D. de 2016. com pareceres pela rejeição. ressalvados os destaques. Sim: 3; Não: 325; Abstenção: 1; Total: 329.,20/12/2016,59580,DISPOSITIVOS COM PARECER CONTRÁRIO,6103
PLP,257,2016,18,Aprovados os dispositivos do Substitutivo do Senado Federal ao Projeto de Lei Complementar nº 257-D. de 2016. com pareceres pela aprovação. ressalvados os destaques. Sim: 296; Não: 12; Abstenções: 3; Total: 311.,20/12/2016,58020,DISPOSITIVOS COM PARECER FAVORÁVEL,6103
REQ,2727,2015,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 378; não: 45; abstenção: 1; total: 425.,25/8/2015,71340,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8.170/2014,5637
REQ,2738,2015,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 375; não: 2; Total: 377.,2/9/2015,72360,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2455/2015,5649
PL,2750,2015,1,Aprovado o Requerimento. Sim: 246; não: 148; abstenção: 1; total: 395.,22/10/2015,45960,REQUERIMENTO DE RETIRADA DE PAUTA,5705
PLP,278,2013,1,Aprovado o Projeto de Lei Complementar nº 278 de 2013. Sim: 353; total: 353.,15/10/2015,49740,PROJETO DE LEI COMPLEMENTAR,5697
PL,2960,2015,1,Aprovado o Requerimento. Sim: 193; não: 175; abstenção: 1; total: 369.,28/10/2015,64260,REQUERIMENTO DE RETIRADA DE PAUTA,5710
PL,2960,2015,2,Rejeitado o Requerimento. Sim: 161; não: 218; abstenção: 2; total: 381.,4/11/2015,67500,REQUERIMENTO DE RETIRADA DE PAUTA,5716
PL,2960,2015,3,Aprovado o Requerimento. Sim: 270; Não: 177; Abstenção: 1; Total: 448.,4/11/2015,74640,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,5716
PL,2960,2015,4,NA,11/11/2015,61380,REQUERIMENTO DE RETIRADA DE PAUTA,5724
PL,2960,2015,5,Aprovada a Subemenda Substitutiva Global apresentada pelo Relator da Comissão Especial ao Projeto de Lei nº 2.960 de 2015. ressalvados os destaques. Sim: 230; não: 213; abstenção: 7; total: 450.,11/11/2015,72660,SUBEMENDA SUBSTITUTIVA GLOBAL,5725
PL,2960,2015,6,Mantido o texto. Sim: 199; não: 89; abstenção: 5; total: 293.,11/11/2015,80400,DTQ 17: PSB - §2º DO ART. 9º DA SUBEMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO,5725
PL,2960,2015,7,Aprovada a Emenda de Plenário nº 23. Sim: 351; não: 48; abstenção: 5; total: 404.,11/11/2015,83760,DTQ 13: PSDB - EMENDA DE PLENÁRIO Nº 23,5725
REQ,2965,2015,1,Rejeitado o Requerimento. Sim: 213; Não: 173; Total: 386.,29/3/2016,63900,URGÊNCIA PARA APRECIAÇÃO DO PLP 392/2014,5825
REQ,2971,2015,1,NA,16/9/2015,72780,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.059/2012,5662
REQ,2974,2015,1,Aprovado o Requerimento de Urgência. Sim: 277; não: 4; abstenção: 2; total: 283.,28/4/2016,45300,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2648/2015,5864
PLP,302,2013,1,Aprovado o destaque de preferência. Sim: 190; não: 174; total: 364 (verificação de ofício).,12/3/2015,62760,REQ. DE PREFERÊNCIA P/ VOTAÇÃO DA EMENDA SUBST. DE PLENÁRIO,5467
PLP,302,2013,2,Aprovada a Emenda Substitutiva Global de Plenário nº 38 apresentada ao Projeto de Lei Complementar nº 302 de 2013. ressalvados os destaques. Sim: 319; não: 2; total: 321.,12/3/2015,63540,EMENDA DE PLENÁRIO Nº 38,5467
PLP,302,2013,3,Mantido o texto destacado. Sim: 275; não: 102; total: 377.,17/3/2015,66300,DVS - PSB - § 8º DO ART. 2º,5470
PLP,302,2013,4,Aprovada a Emenda nº 18. Sim: 316; não: 2; total: 318.,17/3/2015,67260,DVS PMDB - EMENDA Nº 18,5470
PLP,302,2013,5,NA,17/3/2015,67560,"DVS PSOL - EXP. ""NO VALOR DE 1 (UM) SAL. MÍNIMO)...",5470
PLP,302,2013,6,NA,17/3/2015,70080,DVS - PSDB - INCISO II DO ART. 34,5470
PLP,302,2013,7,NA,17/3/2015,71040,DVS - PSDB - EMENDA Nº 25,5470
PLP,302,2013,8,NA,17/3/2015,71520,DVS - DEM - ART 32 DA EMENDA SUBSTITUTIVA GLOBAL Nº 38,5470
REQ,3048,2015,1,Rejeitado o Requerimento de Urgência (Art. 155 do RICD). Sim: 226; não: 151; total: 377.,22/9/2015,66420,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 6.401/2009,5668
REQ,3101,2015,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 357; não: 10; total: 367.,29/9/2015,66360,URGÊNCIA PARA APRECIAÇÃO DO PL Nº  2.430/2003,5676
REQ,3117,2015,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 409; não: 05; total: 414.,30/9/2015,68400,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 3.075/2015,5679
PL,3131,2008,1,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015. apensado. oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania. ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,26/3/2015,47580,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,5481
PDC,315,2016,1,Rejeitado o Requerimento. Sim: 5; não: 224; abstenção: 15; total: 244.,25/2/2016,45120,REQUERIMENTO DE RETIRADA DE PAUTA,5789
PDC,315,2016,2,Rejeitado o Requerimento. Sim: 14; não: 226; abstenções: 20; total: 260.,9/3/2016,45720,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,5803
PDC,315,2016,3,"Adiada a votação por falta de ""quorum"" (Obstrução). Sim: 10; Não: 79; abstenção: 11; Total: 100.",9/3/2016,51720,REQUERIMENTO DE VOTAÇÃO DO PDC PELO PROCESSO NOMINAL,5803
REQ,3232,2015,1,NA,19/10/2016,50100,URGÊNCIA PARA APRECIAÇÃO DO PRC Nº 76/2015,6035
PL,3481,2012,1,Rejeitado o Requerimento.Sim: 85; não: 268; total: 353.,31/3/2015,61020,REQUERIMENTO DE RETIRADA DE PAUTA,5487
PL,3481,2012,2,Aprovado o destaque de preferência. Sim: 240; não: 153; abstenção: 1; total: 394.,31/3/2015,65580,PREFERÊNCIA PARA O SUBSTITUTIVO DA CSPCCO,5487
PEC,352,2013,1,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,3/2/2015,79440,REQUERIMENTO DE RETIRADA DE PAUTA,5436
PEC,358,2013,1,Aprovado. em primeiro turno. o Substitutivo adotado pela Comissão Especial à Proposta de Emenda à Constituição nº 358 de 2013. ressalvados os destaques. Sim: 384; não: 06; total: 390.,6/5/2014,85620,SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,5249
PEC,358,2013,2,Mantido o texto destacado. Sim: 349; não: 59; abstenção: 3; total: 411.,16/12/2014,69720,DVS DEM -  ART. 198 DA CF CONST.ART 1º. § 10 DO ART 166. ART. 1º. 2º. 3º E 4º,5421
PEC,358,2013,3,Mantido o texto. Sim: 354; não: 30; abstenção: 4; total: 388.,16/12/2014,74220,DVS - PCdoB - SUPRIMA-SE O ART. 3º DO SUBSTITUTIVO,5422
PEC,358,2013,4,Aprovada. em segundo turno. a Proposta de Emenda à Constituição nº 358 de 2013. ressalvado o destaque. Sim: 452; não: 18; abstenção: 01; total: 471.,10/2/2015,72420,PROPOSTA DE EMENDA À CONSTITUIÇÃO - 2º TURNO,5444
PEC,358,2013,5,Mantido o artigo destacado. Sim: 427; não: 44; total: 471.,10/2/2015,76260,DVS - PSOL - ART. 2º DA PEC Nº 358/2013 - 2º TURNO,5444
PLP,366,2013,1,Aprovada a Subemenda Substitutiva Global de Plenário. Sim: 293; não: 64; abstenção: 5; total: 362.,10/9/2015,49380,SUBEMENDA SUBSTITUTIVA OFERECIDA PELO RELATOR DA CDEIC,5657
PLP,366,2013,2,Aprovada a Emenda Aglutinativa nº 4. Sim: 340; não: 67; abstenção: 2; total: 409.,16/9/2015,61260,EMENDA AGLUTINATIVA Nº 4,5662
PLP,366,2013,3,Mantido o texto destacado. Sim: 296; não: 110; abstenção: 1; total: 407.,16/9/2015,64080,DTQ 9: PT - INC. II DO § 2º DO ART. 7º DA LEI COMPLEMENTAR Nº 116/2003,5662
PLP,366,2013,4,Suprimido o texto destacado.  Sim: 4; não: 372; abstenção: 4; total: 380.,16/9/2015,65640,DTQ 7: DEM - SUBITEM 25.05 DO ART. 3º DO SUBSTITUTIVO,5662
PLP,366,2013,5,Mantido o texto destacado.Sim: 399; não: 7; abstenção: 3; total: 409.,16/9/2015,67260,DTQ 5: PT - ART. 4º DO SUBSTITUTIVO,5662
PLP,37,2015,1,Aprovado o Projeto de Lei Complementar nº 37 de 2015. Sim: 389; não: 2; total: 391.,24/3/2015,75720,PROJETO DE LEI COMPLEMENTAR,5478
PLP,37,2015,2,NA,30/6/2015,68280,EMENDAS DO SENADO FEDERAL,5586
PL,3771,2012,1,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,10/3/2015,65580,REQUERIMENTO DE RETIRADA DE PAUTA,5463
REQ,3879,2016,1,Aprovado o Requerimento de Urgência. Sim: 331; não: 89; total: 420.,4/5/2016,68580,URGÊNCIA PARA APRECIAÇÃO DO PRC Nº 88/2015,5872
PEC,395,2014,1,Aprovada. em primeiro turno. a Proposta de Emenda à Constituição nº 395 de 2014 na forma do Substitutivo adotado pela Comissão Especial. ressalvados os destaques. Sim: 318; não: 129; abstenções:4 ; total: 451.,21/10/2015,76980,SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,5704
PEC,395,2014,2,Suprimido o texto. Sim: 10; não: 445; abstenção: 1; total: 456.,17/2/2016,77100,"DTQ 2: DEM - EXPR.: ""E DE MESTRADO PROFISSIONAL"". INCISO IV DO ART. 206 DA CF/88",5779
REQ,3970,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 314; não: 17; abstenção: 4; total: 335.,7/2/2017,64140,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.424/2016,6110
PEC,4,2015,1,Rejeitado o Requerimento. Sim: 91; não: 308; abstenções:.2; total: 401.,2/6/2016,6480,DTQ 5: PDT: PREF P/ VOTAÇÃO DA PEC 4/15 AO SUBST. ADOTADO PELA COMISSÃO ESPECIAL,5898
PEC,4,2015,2,Aprovado. em primeiro turno. o Substitutivo adotado pela Comissão Especial à Proposta de Emenda à Constituição nº 4 de 2015. Sim: 334; não: 90; abstenções: 2; total: 426.,2/6/2016,7260,SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,5898
PEC,4,2015,3,Mantido o texto. Sim: 327; não: 93; abstenções: 2; total: 422.,2/6/2016,8400,"DTQ 6: PSOL: VOTAÇÃO EM SEPARADO DA EXP. ""ÀS CONTRIBUIÇÕES SOCIAIS. SEM PREJUÍZO",5898
PEC,4,2015,4,Mantido o texto. Sim: 332; não: 90; abstenção: 1; total: 423.,2/6/2016,9660,"DTQ 3: PCdoB: VOTAÇÃO EM SEPARADO DA EXP. ""PRODUZINDO EFEITOS A PARTIR DE 1º....",5898
REQ,4057,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 268; não: 4; abstenção: 3; total: 275.,10/3/2016,40320,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4073/2015,5805
REQ,4059,2016,1,"Matéria não apreciada por falta de ""quorum"" (obstrução). Sim: 216; não: 5; abstenção: 10; total: 231.",8/3/2016,65460,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 173/2015,5801
REQ,4124,2011,1,"Matéria não apreciada por falta de ""quorum"". Sim: 217; não: 8; abstenção: 6; total: 231.",28/4/2016,47580,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 6.697/2009,5864
REQ,4124,2011,2,Aprovado o Requerimento de Urgência. Sim: 433; não: 8; abstenção: 2; total: 443.,3/5/2016,74580,URGÊNCIA PARA O PL Nº 6.697/2009,5869
PL,4148,2008,1,Aprovado o Requerimento. Sim:  202; Não: 173; abstenção: 3; total: 377.,25/3/2015,64320,REQUERIMENTO DE RETIRADA DE PAUTA,5479
PL,4148,2008,2,Aprovada a Subemenda Substitutiva Global oferecida pelo Relator da Comissão de Desenvolvimento Econômico. Indústria e Comércio ao Projeto de Lei nº 4.148 de 2008. ressalvados os destaques. Sim: 320; não: 135; abstenção: 2; total: 457.,28/4/2015,74460,SUBEMENDA SUBSTITUTIVA DA CDEIC,5513
PL,4238,2012,1,Mantido o texto. Sim: 297; Não: 51; Abstenções: 2; Total: 350.,29/11/2016,74280,DTQ 8: - SOLIDARIEDADE - PARÁG. ÚNICO DO ART. 1º DO SUBSTITUTIVO,6074
PL,4246,2012,1,Mantido o artigo destacado. Sim: 267; não: 72; abstenção: 1; total: 340.,29/4/2014,72840,DVS - PCdoB - ART. 235-C. CONST. DO ART. 6º DO SUBSTITUTIVO,5243
PL,4246,2012,2,NA,11/2/2015,44580,"DVS - PTB/PSDC -  ""ARTS. 16 E 17"". CONST. DA EMENDA Nº 12",5445
REQ,4249,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 312; não: 65; abstenção: 2; total: 379.DCD de 25/11/16 PÁG 51 COL 01.,24/11/2016,42420,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4850/2016,6069
REQ,4250,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 326; não: 11; abstenção: 4; total: 341.,4/4/2016,73080,URGÊNCIA PARA O PRC Nº 134/2016,5831
REQ,4282,2016,1,Aprovado o Requerimento de Urgência. Sim: 399; não: 20; abstenção: 3; total: 422.,3/5/2016,75300,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2.646/2015,5869
REQ,4295,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 314; não: 2; total: 316.,31/5/2016,79260,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2742/2015,5894
REQ,4296,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 321; não: 4; abstenção: 1; total: 326.,31/5/2016,79560,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2743/2015,5894
REQ,4297,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 317; não: 9; abstenção: 2; total: 328.,31/5/2016,79860,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4244/2015,5894
PL,4302,1998,1,Rejeitada a supressão do §2º do art. 9º da Lei nº 6.019/74. constante do art. 2º do texto da Câmara dos Deputados. Em consequência. fica restabelecido o texto da Câmara dos Deputados. Sim: 28; não: 275; abstenção: 46; total: 349.,22/3/2017,70140,SUBSTITUTIVO DO SENADO FEDERAL -  EMENDA SUPRESSIVA,6148
PL,4302,1998,2,Rejeitado o Requerimento. Sim: 35; não: 231; abstenção: 5; total: 271.,22/3/2017,66060,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 1 SESSÃO,6148
PL,4302,1998,3,Rejeitado o Requerimento. Sim: 40; não: 213; abstenção: 4; total: 257.,22/3/2017,60960,REQUERIMENTO DE RETIRADA DE PAUTA,6148
PL,4302,1998,4,Aprovados os dispositivos do Substitutivo do Senado Federal ao Projeto de Lei nº 4.302 de 1998. com parecer pela aprovação. ressalvados os destaques. Sim: 231; não:188; abstenção: 8; total: 427.,22/3/2017,73440,SUBSTITUTIVO DO SENADO FEDERAL,6148
REQ,4310,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 310; não: 12; abstenção: 2; total: 324.,31/5/2016,80100,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4252/2015,5894
REQ,4311,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 309; não: 11; total: 320.,31/5/2016,80340,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4253/2015,5894
REQ,4318,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 403; não: 15; abstenção: 2; total: 420.,31/5/2016,82020,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4254/2015,5894
PL,4330,2004,1,Rejeitado o Requerimento. Sim: 79; não: 196; total: 275.,8/4/2015,61020,REQ. PARA VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5493
PL,4330,2004,2,Aprovada a Subemenda Substitutiva Global oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania às Emendas de Plenário e ao Projeto de Lei nº 4.330 de 2004. ressalvados os destaques. Sim: 324; não: 137; abstenção: 2; total: 463.,8/4/2015,74940,SUBEMENDA SUBSTITUTIVA,5494
PL,4330,2004,3,Suprimido o texto. Sim: 47; não: 360; abstenção: 4; total: 411.,14/4/2015,63660,"DVS - PSDB - EXPR. ""ÀS EMPRESAS PÚBLICAS. ÀS SOCIED. DE ECONOMIA MISTA...",5499
PL,4330,2004,4,NA,22/4/2015,70020,EMENDA AGLUTINATIVA Nº 15,5505
PL,4330,2004,5,Aprovada a Emenda Aglutinativa nº 18. Sim: 257; não: 38; abstenção: 33; total: 328.,22/4/2015,77340,EMENDA AGLUTINATIVA Nº 18,5506
REQ,4367,2016,1,NA,31/5/2016,80640,PARA APRECIAÇÃO DO PL Nº 2647/2015,5894
REQ,4376,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 320; não: 13; total: 333.,31/5/2016,80940,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 2747/2015,5894
REQ,4411,2016,1,Aprovado o Requerimento. Sim: 322; Não:10; Total: 332.,9/11/2016,76860,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 364/2015,6054
REQ,4412,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 352; não: 16; abstenção: 1; total: 369.,31/5/2016,81180,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4250/2015,5894
REQ,4413,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 365; não: 11; total: 376.,31/5/2016,81480,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4251/2015,5894
REQ,4414,2016,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 343; não: 9; abstenção: 3; total: 355.DCD de 01/06/16 PÁG 377 COL 01.,31/5/2016,81900,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4255/2015,5894
REQ,4415,2016,1,Aprovado. por unanimidade. o Requerimento de Urgência (Art. 155 do RICD).,14/6/2016,71580,URGÊNCIA PARA APRECIAÇÃO DO PL 2431/2011,5911
REQ,4415,2016,2,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 89; abstenção: 5; total: 410.,14/6/2016,71580,URGÊNCIA PARA APRECIAÇÃO DO PL 2431/2011,5911
PEC,443,2009,1,Rejeitado o Requerimento. Sim: 179; não: 278; abstenção: 1; total: 458.,4/8/2015,76980,REQUERIMENTO DE RETIRADA DE PAUTA,5615
PEC,443,2009,2,Aprovado o destaque de preferência. Sim: 267; não: 180; abstenções: 13; total: 460.,5/8/2015,2160,DTQ 20: DEM - PREFERÊNCIA P/ VOTAÇÃO DA EMENDA AGLUTINATIVA Nº 16,5617
PEC,443,2009,3,Rejeitada a Emenda Aglutinativa nº 16. Sim: 247; não: 203; abstenções: 14; total: 464.,5/8/2015,4140,EMENDA AGLUTINATIVA Nº 16,5617
PEC,443,2009,4,Aprovado. em primeiro turno. o Substitutivo adotado pela Comissão Especial à Proposta de Emenda à Constituição nº 443 de 2009. ressalvados os destaques. Sim: 445; não: 16.; abstenções: 6 ; total: 467.,6/8/2015,5940,SUBSTITUTIVO DA COMISSÃO ESPECIAL,5618
PEC,443,2009,5,Rejeitado o texto destacado. Sim: 269; não: 185; abstenção: 18; total: 472.,11/8/2015,72960,DTQ 7: PPS - INC. XXII DO ART. 37 DO ART.1º E DO § 2ºA DO ART. 131 DO ART. 2º,5623
PL,4474,2004,1,NA,24/9/2015,59220,EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 1,5673
PL,4567,2016,1,NA,5/10/2016,75420,PROJETO DE LEI,6019
PL,4567,2016,2,Rejeitado o Requerimento. Sim 9; Não: 253; Total:262.,5/10/2016,69120,REQUERIMENTO DE RETIRADA DE PAUTA,6019
PL,4567,2016,3,Rejeitada a Emenda. Sim: 107; Não: 247; Total: 354.,9/11/2016,74940,DTQ. 8 - PPS - EMENDA Nº 4,6054
PL,4567,2016,4,Rejeitado o Requerimento. Sim: 7; Não: 262; Abstenção: 3; Total: 272.,5/10/2016,56820,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,6017
PL,4567,2016,5,Rejeitado o Requerimento. Sim: 15; Não: 243; Abstenção: 1; Total: 259.,5/10/2016,63900,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,6019
PL,4567,2016,6,Rejeitado o Requerimento. Sim: 15; Não: 246; Total: 261.,24/10/2016,73260,REQUERIMENTO DE RETIRADA DE PAUTA,6041
PL,4567,2016,7,Rejeitada a Emenda Aglutinativa nº 1. Sim: 85; Não: 263; Total: 348.,24/10/2016,77760,EMENDA AGLUTINATIVA Nº 1,6041
PL,4567,2016,8,Rejeitada a Emenda Aglutinativa nº 2. Sim: 28; Não: 268; Total: 296.,24/10/2016,79260,EMENDA AGLUTINATIVA Nº 2,6041
PEC,457,2005,1,Aprovado o Requerimento. Sim: 278; não: 59; abstenção: 9; total: 346.,4/3/2015,73980,PREFERÊNCIA PARA VOTAÇÃO DA PEC 457/05 SOBRE O SUBSTITUTIVO,5459
PEC,457,2005,2,Rejeitadas as Emendas de nºs 1 a 11 apresentadas à Proposta de Emenda à Constituição nº 457 de 2005. com parecer pela aprovação. Sim: 18; não: 319; abstenção: 9; total: 346.,4/3/2015,75600,EMENDAS DE 1 A 11 COM PARECER FAVORÁVEL,5459
PEC,457,2005,3,Aprovada. em primeiro turno. a Proposta de Emenda à Constituição nº 457 de 2005. Sim: 318; não: 131; abstenção: 10; total: 459. DCD de 05/03/15. PÁG 234 COL 01.,4/3/2015,76620,PROPOSTA DE EMENDA À CONSTITUIÇÃO - PRIMEIRO TURNO,5459
PEC,457,2005,4,Aprovado o Requerimento. Sim: 380; não: 51; abstenção: 3; total: 434.,5/5/2015,75660,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO,5518
PEC,457,2005,5,Aprovada. em segundo turno. a Proposta de Emenda à Constituição nº 457 de 2005. ressalvado o destaque. Sim: 333; não: 144; abstenção: 10; total: 487.,5/5/2015,81300,PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,5518
PEC,457,2005,6,Mantido o texto destacado. Sim: 350; não: 125; abstenção: 10; total: 485.,5/5/2015,83580,DVS - PT - ART. 2º,5518
REQ,4600,2016,1,NA,7/6/2016,70380,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4918/2016,5902
REQ,4601,2016,1,Aprovado o Requerimento. Sim: 276; Não: 101; Total: 377.,8/6/2016,66300,URGÊNCIA PARA APRECIAÇÃO DO PLP  Nº 268/2016,5906
PEC,471,2005,1,NA,15/5/2012,73920,SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,4617
PEC,471,2005,2,Aprovado o Requerimento. Sim: 252; não: 105; abstenção: 01; total: 358. *** Passa-se à apreciação da PEC nº 358/2013.,6/5/2014,81060,INVERSÃO DE PAUTA,5249
PEC,471,2005,3,*** Aprovado o requerimento do Dep. Ivan Valente. Líder do PSOL. que solicita preferência para votação da PEC nº 358/2013. item 4 da pauta. sobre a PEC nº 471/2005. item 3. Sim: 252; não: 105; abstenção: 01; total: 358.,6/5/2014,81060,INVERSÃO DE PAUTA,5249
PEC,471,2005,4,Aprovada. em primeiro turno. a Proposta de Emenda à Constituição nº 471 de 2005. Sim: 333; não: 133; abstenções: 6; total: 472.,26/8/2015,77400,PROPOSTA DE EMENDA À CONSTITUIÇÃO - PRIMEIRO TURNO,5640
REQ,4818,2016,1,Rejeitado o Requerimento. Sim: 253; não: 131; abstenção: 2; total: 386.,6/7/2016,71280,URGÊNCIA PARA APRECIAÇÃO DO PLP Nº 257/2016,5935
PL,4850,2016,1,Aprovado o Substitutivo adotado pela Comissão Especial. Sim: 450; Não: 1; Abstenções: 3; Total: 454.,29/11/2016,85620,SUBSTITUTIVO DA COMISSÃO ESPECIAL,6074
PL,4850,2016,2,Aprovada a Emenda n°4. Sim: 313; Não: 132; Abstenções: 5; Total: 450.,30/11/2016,3900,DTQ 1: PDT: EMENDA Nº 4,6075
PL,4850,2016,3,Suprimido o texto. Sim: 14; Não: 326; Total: 340.,30/11/2016,5520,DTQ 3: PSB: DO INCISO III. §3º DO ART. 7º DO SUBSTITUTIVO ADOTADO PELA C.E.,6075
PL,4850,2016,4,Suprimido o texto. Sim: 152; Não: 210; Abstenção: 1; Total: 363.,30/11/2016,9000,DTQ 6: PT: DO §4º DO ART. 33 DO DECRETO-LEI Nº 2848/40. NA REDAÇÃO DADA PELO....,6075
